SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID
22025,1630552,0022500519,"Jan 07, 2026",ATL vs. NOP,W,36,9,18,0.5,0,5,0.0,1,3,0.333,1,7,8,5,0,1,6,1,19,6,1,1630552
22025,1630552,0022500504,"Jan 05, 2026",ATL @ TOR,L,37,5,15,0.333,0,4,0.0,3,4,0.75,3,11,14,7,1,1,6,0,13,-27,1,1630552
22025,1630552,0022500488,"Jan 03, 2026",ATL @ TOR,L,37,10,21,0.476,4,9,0.444,6,9,0.667,2,5,7,9,0,0,4,1,30,-11,1,1630552
22025,1630552,0022500479,"Jan 02, 2026",ATL @ NYK,W,38,7,14,0.5,1,3,0.333,3,6,0.5,1,9,10,11,2,0,4,1,18,11,1,1630552
22025,1630552,0022500463,"Dec 31, 2025",ATL vs. MIN,W,32,15,22,0.682,3,6,0.5,1,1,1.0,2,8,10,6,2,1,3,1,34,12,1,1630552
22025,1630552,0022500435,"Dec 27, 2025",ATL vs. NYK,L,37,7,16,0.438,1,3,0.333,5,6,0.833,0,9,9,12,0,2,2,3,20,4,1,1630552
22025,1630552,0022500423,"Dec 26, 2025",ATL vs. MIA,L,38,10,17,0.588,1,6,0.167,3,4,0.75,0,9,9,10,1,0,4,2,24,-5,1,1630552
22025,1630552,0022500411,"Dec 23, 2025",ATL vs. CHI,L,39,11,23,0.478,1,7,0.143,1,3,0.333,0,9,9,10,1,2,5,3,24,-14,1,1630552
22025,1630552,0022500396,"Dec 21, 2025",ATL vs. CHI,L,36,12,20,0.6,2,6,0.333,10,11,0.909,3,8,11,9,0,0,2,2,36,-5,1,1630552
22025,1630552,0022500383,"Dec 19, 2025",ATL vs. SAS,L,31,6,11,0.545,1,1,1.0,4,4,1.0,2,9,11,6,1,0,7,2,17,-15,1,1630552
22025,1630552,0022500371,"Dec 18, 2025",ATL @ CHA,L,39,16,27,0.593,4,9,0.444,7,7,1.0,1,10,11,9,1,1,4,3,43,-2,1,1630552
22025,1630552,0022501217,"Dec 14, 2025",ATL vs. PHI,W,35,5,17,0.294,0,1,0.0,2,2,1.0,4,6,10,12,1,1,2,3,12,4,1,1630552
22025,1630552,0022501210,"Dec 12, 2025",ATL @ DET,L,34,7,19,0.368,1,6,0.167,4,4,1.0,4,7,11,12,2,0,6,3,19,-25,1,1630552
22025,1630552,0022500351,"Dec 06, 2025",ATL @ WAS,W,39,10,18,0.556,2,5,0.4,8,8,1.0,0,12,12,12,2,0,3,1,30,7,1,1630552
22025,1630552,0022500340,"Dec 05, 2025",ATL vs. DEN,L,38,9,20,0.45,1,4,0.25,2,2,1.0,4,14,18,16,2,0,3,3,21,3,1,1630552
22025,1630552,0022500309,"Dec 01, 2025",ATL @ DET,L,38,9,17,0.529,4,8,0.5,7,8,0.875,3,10,13,7,0,0,4,5,29,6,1,1630552
22025,1630552,0022500304,"Nov 30, 2025",ATL @ PHI,W,45,10,21,0.476,4,8,0.5,17,22,0.773,0,14,14,7,1,1,6,1,41,-3,1,1630552
22025,1630552,0022500069,"Nov 28, 2025",ATL vs. CLE,W,39,9,18,0.5,3,7,0.429,8,12,0.667,3,9,12,12,2,0,3,1,29,20,1,1630552
22025,1630552,0022500057,"Nov 25, 2025",ATL @ WAS,L,30,3,12,0.25,0,4,0.0,1,1,1.0,2,5,7,7,1,2,5,3,7,-20,1,1630552
22025,1630552,0022500276,"Nov 23, 2025",ATL vs. CHA,W,40,11,22,0.5,2,4,0.5,4,5,0.8,1,7,8,11,1,0,0,0,28,3,1,1630552
22025,1630552,0022500270,"Nov 22, 2025",ATL @ NOP,W,34,6,15,0.4,2,4,0.5,4,6,0.667,1,10,11,9,1,1,4,1,18,20,1,1630552
22025,1630552,0022500267,"Nov 20, 2025",ATL @ SAS,L,38,10,15,0.667,2,3,0.667,4,6,0.667,0,12,12,7,1,0,4,3,26,-1,1,1630552
22025,1630552,0022500251,"Nov 18, 2025",ATL vs. DET,L,39,8,18,0.444,3,8,0.375,6,6,1.0,0,8,8,9,3,1,4,2,25,-7,1,1630552
22025,1630552,0022500239,"Nov 16, 2025",ATL @ PHX,W,39,9,13,0.692,2,3,0.667,5,6,0.833,2,8,10,7,1,0,5,1,25,21,1,1630552
22025,1630552,0022500227,"Nov 13, 2025",ATL @ UTA,W,41,10,19,0.526,4,5,0.8,7,11,0.636,2,16,18,14,7,0,6,0,31,16,1,1630552
22025,1630552,0022500223,"Nov 12, 2025",ATL @ SAC,W,24,9,10,0.9,2,3,0.667,4,4,1.0,0,10,10,8,1,0,1,2,24,39,1,1630552
22025,1630552,0022500206,"Nov 10, 2025",ATL @ LAC,W,35,7,16,0.438,0,3,0.0,2,2,1.0,0,10,10,8,1,1,1,2,16,3,1,1630552
22025,1630552,0022500030,"Nov 07, 2025",ATL vs. TOR,L,33,8,14,0.571,2,5,0.4,3,3,1.0,1,6,7,4,1,0,6,2,21,-9,1,1630552
22025,1630552,0022500166,"Nov 04, 2025",ATL vs. ORL,W,33,6,11,0.545,1,2,0.5,4,5,0.8,0,6,6,5,1,0,3,4,17,-1,1,1630552
22025,1630552,0022500151,"Nov 02, 2025",ATL @ CLE,L,35,10,16,0.625,1,2,0.5,2,5,0.4,1,12,13,5,1,0,4,1,23,-12,1,1630552
22025,1630552,0022500020,"Oct 31, 2025",ATL @ IND,W,33,9,16,0.563,0,3,0.0,4,4,1.0,1,12,13,8,2,1,1,2,22,13,1,1630552
22025,1630552,0022500130,"Oct 29, 2025",ATL @ BKN,W,29,10,16,0.625,1,3,0.333,2,2,1.0,4,3,7,5,1,0,2,4,23,-11,1,1630552
22025,1630552,0022500115,"Oct 27, 2025",ATL @ CHI,L,32,11,18,0.611,0,3,0.0,3,3,1.0,2,4,6,3,3,0,1,2,25,-14,1,1630552
22025,1630552,0022500090,"Oct 24, 2025",ATL @ ORL,W,26,5,10,0.5,0,0,0.0,2,2,1.0,2,6,8,1,1,0,3,5,12,-12,1,1630552
22025,1630552,0022500082,"Oct 22, 2025",ATL vs. TOR,L,35,7,13,0.538,0,2,0.0,8,10,0.8,0,7,7,8,1,1,3,1,22,-15,1,1630552
22025,1630811,0022500519,"Jan 07, 2026",ATL vs. NOP,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1630811
22025,1630811,0022500488,"Jan 03, 2026",ATL @ TOR,L,19,4,9,0.444,3,7,0.429,0,0,0.0,0,3,3,1,1,0,0,1,11,-13,1,1630811
22025,1630811,0022500463,"Dec 31, 2025",ATL vs. MIN,W,4,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-1,1,1630811
22025,1630811,0022500455,"Dec 29, 2025",ATL @ OKC,L,12,3,4,0.75,3,4,0.75,0,0,0.0,0,0,0,2,1,0,2,0,9,8,1,1630811
22025,1630811,0022500423,"Dec 26, 2025",ATL vs. MIA,L,3,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,2,2,0,-2,1,1630811
22025,1630811,0022500411,"Dec 23, 2025",ATL vs. CHI,L,8,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,1,1,1630811
22025,1630811,0022500383,"Dec 19, 2025",ATL vs. SAS,L,8,2,4,0.5,0,1,0.0,0,0,0.0,0,1,1,3,1,0,0,0,4,5,1,1630811
22025,1630811,0022501217,"Dec 14, 2025",ATL vs. PHI,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,1,0,-7,1,1630811
22025,1630811,0022501210,"Dec 12, 2025",ATL @ DET,L,9,2,5,0.4,2,3,0.667,0,0,0.0,0,1,1,0,0,1,0,0,6,-6,1,1630811
22025,1630811,0022500351,"Dec 06, 2025",ATL @ WAS,W,4,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,-4,1,1630811
22025,1630811,0022500340,"Dec 05, 2025",ATL vs. DEN,L,10,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,4,0,0,0,0,0,-6,1,1630811
22025,1630811,0022500327,"Dec 03, 2025",ATL vs. LAC,L,19,3,9,0.333,2,5,0.4,0,0,0.0,0,2,2,4,1,0,1,2,8,1,1,1630811
22025,1630811,0022500309,"Dec 01, 2025",ATL @ DET,L,16,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,5,0,0,0,0,0,-6,1,1630811
22025,1630811,0022500304,"Nov 30, 2025",ATL @ PHI,W,14,2,5,0.4,2,3,0.667,2,2,1.0,0,1,1,2,1,0,0,1,8,7,1,1630811
22025,1630811,0022500069,"Nov 28, 2025",ATL vs. CLE,W,9,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,-7,1,1630811
22025,1630811,0022500057,"Nov 25, 2025",ATL @ WAS,L,14,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,4,0,0,1,1,0,4,1,1630811
22025,1630811,0022500276,"Nov 23, 2025",ATL vs. CHA,W,16,4,6,0.667,2,4,0.5,0,0,0.0,0,1,1,0,2,1,2,4,10,4,1,1630811
22025,1630811,0022500267,"Nov 20, 2025",ATL @ SAS,L,12,2,5,0.4,2,4,0.5,0,2,0.0,0,0,0,2,0,0,1,1,6,-7,1,1630811
22025,1630811,0022500251,"Nov 18, 2025",ATL vs. DET,L,13,2,4,0.5,2,4,0.5,1,2,0.5,0,0,0,2,1,0,1,1,7,-5,1,1630811
22025,1630811,0022500239,"Nov 16, 2025",ATL @ PHX,W,12,2,4,0.5,1,2,0.5,0,0,0.0,0,1,1,1,1,0,1,1,5,-25,1,1630811
22025,1630811,0022500227,"Nov 13, 2025",ATL @ UTA,W,15,0,6,0.0,0,4,0.0,0,0,0.0,0,2,2,5,1,0,0,1,0,-4,1,1630811
22025,1630811,0022500223,"Nov 12, 2025",ATL @ SAC,W,23,2,4,0.5,0,2,0.0,0,0,0.0,0,2,2,4,4,0,2,2,4,-5,1,1630811
22025,1630811,0022500206,"Nov 10, 2025",ATL @ LAC,W,24,2,3,0.667,1,2,0.5,0,0,0.0,0,4,4,1,0,0,1,3,5,-8,1,1630811
22025,1630811,0022500185,"Nov 08, 2025",ATL vs. LAL,W,36,5,15,0.333,4,8,0.5,0,0,0.0,0,2,2,7,1,0,1,2,14,20,1,1630811
22025,1630811,0022500030,"Nov 07, 2025",ATL vs. TOR,L,20,3,5,0.6,1,3,0.333,0,0,0.0,0,3,3,3,2,1,1,2,7,-5,1,1630811
22025,1630811,0022500166,"Nov 04, 2025",ATL vs. ORL,W,11,1,2,0.5,1,2,0.5,1,2,0.5,1,2,3,2,0,1,1,0,4,-1,1,1630811
22025,1630811,0022500020,"Oct 31, 2025",ATL @ IND,W,17,4,5,0.8,3,3,1.0,0,0,0.0,0,3,3,7,1,0,0,2,11,4,1,1630811
22025,1630811,0022500130,"Oct 29, 2025",ATL @ BKN,W,14,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,5,0,0,1,1,3,10,1,1630811
22025,1630811,0022500115,"Oct 27, 2025",ATL @ CHI,L,5,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,1,1,1630811
22025,1630811,0022500101,"Oct 25, 2025",ATL vs. OKC,L,12,2,6,0.333,0,2,0.0,1,2,0.5,0,1,1,1,0,0,2,2,5,1,1,1630811
22025,1630811,0022500090,"Oct 24, 2025",ATL @ ORL,W,11,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,2,0,0,0,0,3,-7,1,1630811
22025,1630811,0022500082,"Oct 22, 2025",ATL vs. TOR,L,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,2,0,-11,1,1630811
22025,1628379,0022500519,"Jan 07, 2026",ATL vs. NOP,W,22,5,6,0.833,3,4,0.75,0,0,0.0,0,0,0,1,1,1,0,1,13,3,1,1628379
22025,1628379,0022500504,"Jan 05, 2026",ATL @ TOR,L,22,3,5,0.6,3,4,0.75,1,1,1.0,0,0,0,4,2,0,0,0,10,-1,1,1628379
22025,1628379,0022500479,"Jan 02, 2026",ATL @ NYK,W,21,4,5,0.8,2,3,0.667,2,2,1.0,0,3,3,2,0,0,0,0,12,5,1,1628379
22025,1628379,0022500463,"Dec 31, 2025",ATL vs. MIN,W,27,6,12,0.5,2,5,0.4,1,1,1.0,2,4,6,5,1,0,1,1,15,21,1,1628379
22025,1628379,0022500455,"Dec 29, 2025",ATL @ OKC,L,31,4,8,0.5,3,6,0.5,1,1,1.0,0,4,4,5,1,0,2,2,12,10,1,1628379
22025,1628379,0022500435,"Dec 27, 2025",ATL vs. NYK,L,5,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-2,1,1628379
22025,1628379,0022500411,"Dec 23, 2025",ATL vs. CHI,L,21,1,4,0.25,0,3,0.0,0,0,0.0,0,2,2,2,0,0,0,2,2,1,1,1628379
22025,1628379,0022500396,"Dec 21, 2025",ATL vs. CHI,L,9,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,2,0,-3,1,1628379
22025,1628379,0022500383,"Dec 19, 2025",ATL vs. SAS,L,29,4,5,0.8,2,3,0.667,0,0,0.0,0,2,2,0,1,0,1,1,10,-15,1,1628379
22025,1628379,0022500371,"Dec 18, 2025",ATL @ CHA,L,14,1,2,0.5,1,2,0.5,1,2,0.5,0,1,1,1,0,0,1,1,4,-12,1,1628379
22025,1628379,0022501217,"Dec 14, 2025",ATL vs. PHI,W,21,1,2,0.5,1,2,0.5,2,2,1.0,1,3,4,2,0,0,0,1,5,-3,1,1628379
22025,1628379,0022501210,"Dec 12, 2025",ATL @ DET,L,15,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,3,0,0,0,0,0,-6,1,1628379
22025,1628379,0022500351,"Dec 06, 2025",ATL @ WAS,W,23,6,7,0.857,3,4,0.75,0,0,0.0,0,3,3,2,2,0,1,0,15,10,1,1628379
22025,1628379,0022500340,"Dec 05, 2025",ATL vs. DEN,L,18,0,2,0.0,0,1,0.0,2,2,1.0,0,1,1,1,1,0,1,3,2,-1,1,1628379
22025,1628379,0022500327,"Dec 03, 2025",ATL vs. LAC,L,21,4,5,0.8,3,4,0.75,0,0,0.0,1,4,5,2,0,0,1,1,11,8,1,1628379
22025,1628379,0022500309,"Dec 01, 2025",ATL @ DET,L,17,2,6,0.333,1,3,0.333,0,0,0.0,0,1,1,3,1,0,0,0,5,-15,1,1628379
22025,1628379,0022500304,"Nov 30, 2025",ATL @ PHI,W,15,0,4,0.0,0,3,0.0,2,2,1.0,1,1,2,5,0,0,1,2,2,-7,1,1628379
22025,1628379,0022500069,"Nov 28, 2025",ATL vs. CLE,W,16,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,2,0,0,1,0,3,-7,1,1628379
22025,1628379,0022500057,"Nov 25, 2025",ATL @ WAS,L,15,3,7,0.429,1,3,0.333,2,2,1.0,0,1,1,4,0,0,2,2,9,-3,1,1628379
22025,1628379,0022500270,"Nov 22, 2025",ATL @ NOP,W,24,2,6,0.333,2,5,0.4,2,2,1.0,0,0,0,3,0,0,0,1,8,13,1,1628379
22025,1628379,0022500267,"Nov 20, 2025",ATL @ SAS,L,16,4,7,0.571,2,3,0.667,0,0,0.0,1,2,3,3,2,0,0,1,10,-10,1,1628379
22025,1628379,0022500251,"Nov 18, 2025",ATL vs. DET,L,17,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,5,1,0,1,3,3,4,1,1628379
22025,1628379,0022500239,"Nov 16, 2025",ATL @ PHX,W,12,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-4,1,1628379
22025,1628379,0022500227,"Nov 13, 2025",ATL @ UTA,W,20,4,8,0.5,4,7,0.571,0,0,0.0,0,2,2,1,2,0,1,0,12,3,1,1628379
22025,1628379,0022500223,"Nov 12, 2025",ATL @ SAC,W,21,5,8,0.625,3,6,0.5,0,0,0.0,1,2,3,2,2,0,1,0,13,-6,1,1628379
22025,1628379,0022500206,"Nov 10, 2025",ATL @ LAC,W,20,3,9,0.333,1,3,0.333,0,0,0.0,3,1,4,2,1,0,1,1,7,-1,1,1628379
22025,1628379,0022500166,"Nov 04, 2025",ATL vs. ORL,W,20,2,5,0.4,0,3,0.0,2,2,1.0,0,1,1,0,3,0,3,1,6,6,1,1628379
22025,1628379,0022500151,"Nov 02, 2025",ATL @ CLE,L,32,5,6,0.833,3,4,0.75,2,2,1.0,0,2,2,2,1,0,2,3,15,5,1,1628379
22025,1628379,0022500020,"Oct 31, 2025",ATL @ IND,W,27,2,7,0.286,0,2,0.0,2,2,1.0,1,2,3,2,0,0,0,2,6,18,1,1628379
22025,1628379,0022500130,"Oct 29, 2025",ATL @ BKN,W,28,5,8,0.625,4,5,0.8,3,4,0.75,0,1,1,2,1,1,0,1,17,16,1,1628379
22025,1628379,0022500115,"Oct 27, 2025",ATL @ CHI,L,21,2,2,1.0,1,1,1.0,2,2,1.0,1,2,3,2,0,0,1,1,7,4,1,1628379
22025,1628379,0022500101,"Oct 25, 2025",ATL vs. OKC,L,21,2,5,0.4,1,4,0.25,0,0,0.0,0,0,0,3,0,0,1,0,5,-14,1,1628379
22025,1628379,0022500090,"Oct 24, 2025",ATL @ ORL,W,23,3,5,0.6,0,0,0.0,0,0,0.0,2,1,3,2,1,0,2,3,6,11,1,1628379
22025,1628379,0022500082,"Oct 22, 2025",ATL vs. TOR,L,30,2,7,0.286,1,5,0.2,1,1,1.0,0,4,4,3,1,0,3,3,6,-16,1,1628379
22025,1630700,0022500519,"Jan 07, 2026",ATL vs. NOP,W,35,6,11,0.545,0,1,0.0,1,1,1.0,2,6,8,8,3,1,2,3,13,9,1,1630700
22025,1630700,0022500504,"Jan 05, 2026",ATL @ TOR,L,39,4,13,0.308,0,2,0.0,3,4,0.75,1,5,6,3,0,0,2,4,11,-24,1,1630700
22025,1630700,0022500488,"Jan 03, 2026",ATL @ TOR,L,34,9,13,0.692,0,1,0.0,2,2,1.0,1,4,5,12,2,2,1,3,20,-5,1,1630700
22025,1630700,0022500479,"Jan 02, 2026",ATL @ NYK,W,38,5,8,0.625,0,1,0.0,1,2,0.5,1,5,6,8,2,0,2,3,11,5,1,1630700
22025,1630700,0022500463,"Dec 31, 2025",ATL vs. MIN,W,28,5,8,0.625,0,0,0.0,1,3,0.333,4,4,8,9,2,2,1,2,11,16,1,1630700
22025,1630700,0022500455,"Dec 29, 2025",ATL @ OKC,L,35,6,13,0.462,0,1,0.0,1,1,1.0,2,4,6,7,1,2,3,0,13,-20,1,1630700
22025,1630700,0022500435,"Dec 27, 2025",ATL vs. NYK,L,39,5,8,0.625,0,1,0.0,3,4,0.75,4,4,8,9,2,0,3,1,13,1,1,1630700
22025,1630700,0022500423,"Dec 26, 2025",ATL vs. MIA,L,36,4,6,0.667,0,1,0.0,0,0,0.0,1,5,6,3,2,0,3,1,8,-14,1,1630700
22025,1630700,0022500396,"Dec 21, 2025",ATL vs. CHI,L,39,3,9,0.333,0,1,0.0,2,4,0.5,1,8,9,9,2,0,1,1,8,-11,1,1630700
22025,1630700,0022500383,"Dec 19, 2025",ATL vs. SAS,L,26,5,14,0.357,0,5,0.0,1,2,0.5,1,5,6,3,0,0,1,0,11,-13,1,1630700
22025,1630700,0022500371,"Dec 18, 2025",ATL @ CHA,L,32,6,12,0.5,0,2,0.0,2,4,0.5,2,1,3,6,1,0,2,1,14,-13,1,1630700
22025,1630700,0022501217,"Dec 14, 2025",ATL vs. PHI,W,39,13,19,0.684,1,2,0.5,0,2,0.0,5,5,10,4,1,2,3,2,27,5,1,1630700
22025,1630700,0022501210,"Dec 12, 2025",ATL @ DET,L,34,6,10,0.6,0,1,0.0,6,8,0.75,3,7,10,5,1,1,3,1,18,-24,1,1630700
22025,1630700,0022500351,"Dec 06, 2025",ATL @ WAS,W,36,4,16,0.25,0,5,0.0,4,4,1.0,3,3,6,3,0,0,2,1,12,13,1,1630700
22025,1630700,0022500340,"Dec 05, 2025",ATL vs. DEN,L,34,7,14,0.5,1,3,0.333,0,0,0.0,2,1,3,8,2,0,3,4,15,4,1,1630700
22025,1630700,0022500327,"Dec 03, 2025",ATL vs. LAC,L,35,6,13,0.462,0,2,0.0,3,3,1.0,1,2,3,2,2,0,3,2,15,-24,1,1630700
22025,1630700,0022500309,"Dec 01, 2025",ATL @ DET,L,37,5,14,0.357,0,2,0.0,0,1,0.0,1,4,5,5,4,0,1,2,10,8,1,1630700
22025,1630700,0022500304,"Nov 30, 2025",ATL @ PHI,W,44,8,14,0.571,0,3,0.0,1,3,0.333,4,5,9,8,2,0,4,4,17,-4,1,1630700
22025,1630700,0022500069,"Nov 28, 2025",ATL vs. CLE,W,37,5,8,0.625,0,0,0.0,0,2,0.0,2,6,8,9,3,0,2,2,10,10,1,1630700
22025,1630700,0022500057,"Nov 25, 2025",ATL @ WAS,L,32,5,11,0.455,1,3,0.333,0,0,0.0,4,5,9,7,0,0,3,1,11,-23,1,1630700
22025,1630700,0022500276,"Nov 23, 2025",ATL vs. CHA,W,36,10,17,0.588,1,4,0.25,1,1,1.0,4,5,9,6,2,0,2,4,22,5,1,1630700
22025,1630700,0022500270,"Nov 22, 2025",ATL @ NOP,W,31,6,15,0.4,0,4,0.0,2,2,1.0,5,3,8,4,1,1,1,3,14,13,1,1630700
22025,1630700,0022500267,"Nov 20, 2025",ATL @ SAS,L,31,4,8,0.5,0,2,0.0,0,1,0.0,1,5,6,5,3,0,5,3,8,-2,1,1630700
22025,1630700,0022500251,"Nov 18, 2025",ATL vs. DET,L,38,6,9,0.667,0,0,0.0,0,0,0.0,4,5,9,6,3,1,3,1,12,4,1,1630700
22025,1630700,0022500239,"Nov 16, 2025",ATL @ PHX,W,37,5,6,0.833,0,1,0.0,1,1,1.0,4,3,7,12,3,0,4,4,11,11,1,1630700
22025,1630700,0022500227,"Nov 13, 2025",ATL @ UTA,W,27,1,2,0.5,0,0,0.0,0,0,0.0,2,0,2,3,1,0,0,4,2,0,1,1630700
22025,1630700,0022500223,"Nov 12, 2025",ATL @ SAC,W,27,2,9,0.222,0,2,0.0,1,2,0.5,1,5,6,7,2,0,2,0,5,38,1,1630700
22025,1630700,0022500206,"Nov 10, 2025",ATL @ LAC,W,39,3,9,0.333,0,2,0.0,0,0,0.0,1,2,3,8,3,1,4,3,6,0,1,1630700
22025,1630700,0022500185,"Nov 08, 2025",ATL vs. LAL,W,36,5,8,0.625,0,0,0.0,0,0,0.0,2,6,8,13,1,0,2,2,10,16,1,1630700
22025,1630700,0022500030,"Nov 07, 2025",ATL vs. TOR,L,35,2,10,0.2,1,3,0.333,2,2,1.0,5,3,8,8,2,1,2,2,7,-3,1,1630700
22025,1630700,0022500166,"Nov 04, 2025",ATL vs. ORL,W,35,8,9,0.889,1,1,1.0,1,2,0.5,1,5,6,6,2,0,3,1,18,25,1,1630700
22025,1630700,0022500151,"Nov 02, 2025",ATL @ CLE,L,36,8,12,0.667,0,1,0.0,2,4,0.5,1,3,4,3,4,1,2,1,18,-7,1,1630700
