SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID
22025,1642854,0022500371,"Dec 18, 2025",ATL @ CHA,L,10,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,2,3,-12,1,1642854
22025,1642854,0022501217,"Dec 14, 2025",ATL vs. PHI,W,14,4,6,0.667,1,1,1.0,0,0,0.0,2,2,4,2,0,0,1,2,9,-7,1,1642854
22025,1642854,0022501210,"Dec 12, 2025",ATL @ DET,L,17,4,5,0.8,1,2,0.5,1,2,0.5,2,1,3,1,0,1,0,2,10,-12,1,1642854
22025,1642854,0022500351,"Dec 06, 2025",ATL @ WAS,W,12,5,6,0.833,1,1,1.0,0,0,0.0,3,0,3,3,0,0,0,2,11,15,1,1642854
22025,1642854,0022500327,"Dec 03, 2025",ATL vs. LAC,L,19,4,6,0.667,2,3,0.667,1,1,1.0,1,0,1,0,1,0,2,0,11,5,1,1642854
22025,1642854,0022500304,"Nov 30, 2025",ATL @ PHI,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1,1642854
22025,1642854,0022500057,"Nov 25, 2025",ATL @ WAS,L,7,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,2,1,0,0,0,0,7,1,1642854
22025,1642854,0022500276,"Nov 23, 2025",ATL vs. CHA,W,5,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,0,1,1642854
22025,1642854,0022500270,"Nov 22, 2025",ATL @ NOP,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-3,1,1642854
22025,1642854,0022500251,"Nov 18, 2025",ATL vs. DET,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1,1642854
22025,1642854,0022500239,"Nov 16, 2025",ATL @ PHX,W,9,2,5,0.4,1,2,0.5,3,4,0.75,1,0,1,0,0,0,0,1,8,4,1,1642854
22025,1642854,0022500227,"Nov 13, 2025",ATL @ UTA,W,6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-2,1,1642854
22025,1642854,0022500223,"Nov 12, 2025",ATL @ SAC,W,8,1,1,1.0,1,1,1.0,2,2,1.0,0,1,1,0,0,1,1,1,5,-8,1,1642854
22025,1642854,0022500185,"Nov 08, 2025",ATL vs. LAL,W,27,7,12,0.583,2,5,0.4,1,1,1.0,1,4,5,0,4,1,1,2,17,5,1,1642854
22025,1642854,0022500166,"Nov 04, 2025",ATL vs. ORL,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2,1,1642854
22025,1642854,0022500020,"Oct 31, 2025",ATL @ IND,W,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1642854
22025,1642854,0022500101,"Oct 25, 2025",ATL vs. OKC,L,25,4,9,0.444,3,5,0.6,1,2,0.5,7,3,10,1,0,0,2,5,12,-2,1,1642854
22025,1642854,0022500090,"Oct 24, 2025",ATL @ ORL,W,4,2,3,0.667,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,5,9,1,1642854
22025,1630168,0022500504,"Jan 05, 2026",ATL @ TOR,L,36,7,13,0.538,2,3,0.667,1,2,0.5,4,8,12,3,4,0,1,3,17,-4,2,1630168
22025,1630168,0022500488,"Jan 03, 2026",ATL @ TOR,L,30,2,9,0.222,0,3,0.0,0,0,0.0,0,3,3,4,1,1,2,3,4,-16,1,1630168
22025,1630168,0022500479,"Jan 02, 2026",ATL @ NYK,W,30,9,16,0.563,3,6,0.5,2,4,0.5,2,7,9,2,3,2,2,4,23,11,1,1630168
22025,1630168,0022500463,"Dec 31, 2025",ATL vs. MIN,W,27,6,13,0.462,2,5,0.4,3,3,1.0,3,5,8,5,0,0,0,3,17,3,1,1630168
22025,1630168,0022500455,"Dec 29, 2025",ATL @ OKC,L,35,8,16,0.5,3,6,0.5,7,8,0.875,2,12,14,6,1,0,4,3,26,-18,1,1630168
22025,1630168,0022500435,"Dec 27, 2025",ATL vs. NYK,L,36,10,16,0.625,6,10,0.6,5,7,0.714,3,11,14,1,1,0,0,6,31,0,1,1630168
22025,1630168,0022500423,"Dec 26, 2025",ATL vs. MIA,L,35,5,16,0.313,0,5,0.0,2,2,1.0,3,5,8,4,1,0,1,2,12,-15,1,1630168
22025,1630168,0022500411,"Dec 23, 2025",ATL vs. CHI,L,36,4,9,0.444,0,2,0.0,2,2,1.0,1,6,7,3,0,0,1,6,10,-6,1,1630168
22025,1630168,0022500396,"Dec 21, 2025",ATL vs. CHI,L,40,10,18,0.556,3,7,0.429,0,0,0.0,0,7,7,6,1,1,0,2,23,2,1,1630168
22025,1630168,0022500383,"Dec 19, 2025",ATL vs. SAS,L,31,3,11,0.273,1,5,0.2,0,0,0.0,2,6,8,5,2,0,1,4,7,-26,1,1630168
22025,1630168,0022500371,"Dec 18, 2025",ATL @ CHA,L,36,5,10,0.5,0,3,0.0,2,2,1.0,1,3,4,1,3,1,1,2,12,-4,1,1630168
22025,1630168,0022501217,"Dec 14, 2025",ATL vs. PHI,W,36,6,17,0.353,5,9,0.556,3,4,0.75,3,12,15,4,1,2,4,4,20,10,1,1630168
22025,1630168,0022501210,"Dec 12, 2025",ATL @ DET,L,28,4,10,0.4,0,3,0.0,6,8,0.75,0,3,3,3,2,4,5,4,14,-20,1,1630168
22025,1630168,0022500351,"Dec 06, 2025",ATL @ WAS,W,36,10,17,0.588,0,4,0.0,1,1,1.0,5,4,9,6,2,3,3,3,21,7,1,1630168
22025,1630168,0022500340,"Dec 05, 2025",ATL vs. DEN,L,28,4,8,0.5,3,6,0.5,2,2,1.0,2,4,6,2,1,0,1,1,13,-18,1,1630168
22025,1630168,0022500327,"Dec 03, 2025",ATL vs. LAC,L,34,3,12,0.25,1,6,0.167,0,1,0.0,2,7,9,5,0,0,2,3,7,-19,1,1630168
22025,1630168,0022500309,"Dec 01, 2025",ATL @ DET,L,36,9,18,0.5,2,9,0.222,0,0,0.0,3,3,6,4,1,3,3,4,20,-3,1,1630168
22025,1630168,0022500304,"Nov 30, 2025",ATL @ PHI,W,47,5,14,0.357,0,7,0.0,0,0,0.0,3,10,13,6,1,0,4,3,10,9,1,1630168
22025,1630168,0022500069,"Nov 28, 2025",ATL vs. CLE,W,34,8,14,0.571,2,5,0.4,0,1,0.0,0,7,7,4,2,2,2,5,18,9,1,1630168
22025,1630168,0022500057,"Nov 25, 2025",ATL @ WAS,L,20,8,14,0.571,3,6,0.5,1,2,0.5,1,2,3,0,0,1,1,3,20,-22,1,1630168
22025,1630168,0022500276,"Nov 23, 2025",ATL vs. CHA,W,35,8,18,0.444,2,7,0.286,2,2,1.0,0,7,7,3,0,0,1,3,20,1,1,1630168
22025,1630168,0022500267,"Nov 20, 2025",ATL @ SAS,L,25,6,11,0.545,3,5,0.6,0,0,0.0,2,5,7,5,0,0,2,2,15,-19,1,1630168
22025,1630168,0022500251,"Nov 18, 2025",ATL vs. DET,L,34,8,13,0.615,4,7,0.571,1,1,1.0,0,1,1,3,1,2,5,6,21,-22,1,1630168
22025,1630168,0022500239,"Nov 16, 2025",ATL @ PHX,W,37,9,15,0.6,3,9,0.333,6,6,1.0,0,4,4,5,2,2,2,3,27,-5,1,1630168
22025,1630168,0022500227,"Nov 13, 2025",ATL @ UTA,W,35,11,18,0.611,8,14,0.571,2,2,1.0,2,9,11,2,2,3,4,5,32,16,1,1630168
22025,1630168,0022500223,"Nov 12, 2025",ATL @ SAC,W,21,6,7,0.857,2,3,0.667,7,8,0.875,1,2,3,2,1,0,3,3,21,15,1,1630168
22025,1630168,0022500206,"Nov 10, 2025",ATL @ LAC,W,26,4,10,0.4,0,3,0.0,2,2,1.0,2,4,6,3,0,0,1,3,10,15,1,1630168
22025,1630168,0022500185,"Nov 08, 2025",ATL vs. LAL,W,32,6,14,0.429,0,3,0.0,0,0,0.0,2,6,8,4,3,2,2,1,12,22,1,1630168
22025,1630168,0022500030,"Nov 07, 2025",ATL vs. TOR,L,26,2,12,0.167,0,3,0.0,3,3,1.0,4,7,11,0,1,0,2,4,7,-11,1,1630168
22025,1630168,0022500166,"Nov 04, 2025",ATL vs. ORL,W,27,3,5,0.6,2,4,0.5,6,7,0.857,1,6,7,3,1,1,1,4,14,-1,1,1630168
22025,1630168,0022500151,"Nov 02, 2025",ATL @ CLE,L,26,2,7,0.286,1,2,0.5,2,4,0.5,2,3,5,2,0,0,4,4,7,2,1,1630168
22025,1630168,0022500020,"Oct 31, 2025",ATL @ IND,W,26,5,8,0.625,2,4,0.5,2,4,0.5,2,7,9,2,0,2,1,4,14,15,1,1630168
22025,1630168,0022500130,"Oct 29, 2025",ATL @ BKN,W,28,4,10,0.4,1,4,0.25,3,4,0.75,5,9,14,2,0,0,0,5,12,16,1,1630168
22025,1630168,0022500115,"Oct 27, 2025",ATL @ CHI,L,29,8,11,0.727,2,3,0.667,0,4,0.0,1,9,10,2,1,1,0,2,18,4,1,1630168
22025,1630168,0022500101,"Oct 25, 2025",ATL vs. OKC,L,35,5,12,0.417,1,5,0.2,0,0,0.0,1,11,12,4,1,1,0,4,11,-22,1,1630168
22025,1630168,0022500090,"Oct 24, 2025",ATL @ ORL,W,33,5,10,0.5,1,3,0.333,6,7,0.857,0,4,4,3,1,3,2,5,17,-11,1,1630168
22025,1630168,0022500082,"Oct 22, 2025",ATL vs. TOR,L,30,8,12,0.667,1,2,0.5,1,1,1.0,2,4,6,1,0,0,0,2,18,-19,1,1630168
22025,1631243,0022500519,"Jan 07, 2026",ATL vs. NOP,W,31,3,10,0.3,1,4,0.25,3,3,1.0,4,7,11,6,4,2,5,3,10,27,1,1631243
22025,1631243,0022500504,"Jan 05, 2026",ATL @ TOR,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,-5,1,1631243
22025,1631243,0022500488,"Jan 03, 2026",ATL @ TOR,L,20,0,2,0.0,0,0,0.0,0,0,0.0,2,2,4,1,2,0,0,0,0,-3,1,1631243
22025,1631243,0022500463,"Dec 31, 2025",ATL vs. MIN,W,4,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0,-1,1,1631243
22025,1631243,0022500455,"Dec 29, 2025",ATL @ OKC,L,10,0,1,0.0,0,0,0.0,0,2,0.0,4,1,5,3,2,0,0,2,0,2,1,1631243
22025,1631243,0022500435,"Dec 27, 2025",ATL vs. NYK,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1,1631243
22025,1631243,0022500423,"Dec 26, 2025",ATL vs. MIA,L,11,0,0,0.0,0,0,0.0,4,5,0.8,1,4,5,0,0,0,0,3,4,3,1,1631243
22025,1631243,0022500396,"Dec 21, 2025",ATL vs. CHI,L,13,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,0,1,3,0,1,2,2,1,1631243
22025,1631243,0022500383,"Dec 19, 2025",ATL vs. SAS,L,14,2,6,0.333,0,4,0.0,0,0,0.0,2,2,4,0,0,0,0,0,4,-1,1,1631243
22025,1631243,0022500371,"Dec 18, 2025",ATL @ CHA,L,10,2,3,0.667,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,4,4,1,1631243
22025,1631243,0022501217,"Dec 14, 2025",ATL vs. PHI,W,11,0,1,0.0,0,1,0.0,1,2,0.5,0,1,1,0,1,1,2,1,1,-1,1,1631243
22025,1631243,0022501210,"Dec 12, 2025",ATL @ DET,L,17,2,5,0.4,1,2,0.5,3,3,1.0,2,0,2,0,0,1,0,1,8,1,1,1631243
22025,1631243,0022500351,"Dec 06, 2025",ATL @ WAS,W,9,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,4,1,1,1631243
22025,1631243,0022500340,"Dec 05, 2025",ATL vs. DEN,L,10,1,4,0.25,1,4,0.25,0,0,0.0,0,3,3,0,0,0,1,1,3,-5,1,1631243
22025,1631243,0022500327,"Dec 03, 2025",ATL vs. LAC,L,23,0,2,0.0,0,0,0.0,0,0,0.0,0,6,6,0,1,0,1,5,0,-23,1,1631243
22025,1631243,0022500309,"Dec 01, 2025",ATL @ DET,L,23,0,3,0.0,0,0,0.0,1,2,0.5,0,1,1,0,3,1,0,0,1,-2,1,1631243
22025,1631243,0022500304,"Nov 30, 2025",ATL @ PHI,W,23,6,8,0.75,1,2,0.5,0,2,0.0,1,3,4,0,2,1,1,3,13,12,1,1631243
22025,1631243,0022500069,"Nov 28, 2025",ATL vs. CLE,W,24,5,7,0.714,0,2,0.0,2,2,1.0,0,3,3,2,1,2,0,2,12,-15,1,1631243
22025,1631243,0022500057,"Nov 25, 2025",ATL @ WAS,L,18,3,6,0.5,0,1,0.0,1,2,0.5,3,2,5,1,0,0,1,0,7,1,1,1631243
22025,1631243,0022500276,"Nov 23, 2025",ATL vs. CHA,W,17,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,1,0,2,0,1,4,2,1,1631243
22025,1631243,0022500270,"Nov 22, 2025",ATL @ NOP,W,27,1,3,0.333,1,3,0.333,0,0,0.0,3,3,6,0,2,0,0,3,3,14,1,1631243
22025,1631243,0022500267,"Nov 20, 2025",ATL @ SAS,L,4,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,0,5,1,1631243
22025,1631243,0022500251,"Nov 18, 2025",ATL vs. DET,L,21,5,10,0.5,1,5,0.2,0,0,0.0,7,4,11,1,0,1,1,3,11,17,1,1631243
22025,1631243,0022500239,"Nov 16, 2025",ATL @ PHX,W,10,0,2,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,1,3,0,-16,1,1631243
22025,1631243,0022500227,"Nov 13, 2025",ATL @ UTA,W,15,4,9,0.444,0,2,0.0,0,0,0.0,1,1,2,1,0,0,2,3,8,-10,1,1631243
22025,1631243,0022500223,"Nov 12, 2025",ATL @ SAC,W,20,1,4,0.25,0,3,0.0,0,0,0.0,1,2,3,2,2,0,0,0,2,-12,1,1631243
22025,1631243,0022500206,"Nov 10, 2025",ATL @ LAC,W,8,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,2,1,0,1,3,2,2,1,1631243
22025,1631243,0022500185,"Nov 08, 2025",ATL vs. LAL,W,34,8,12,0.667,4,5,0.8,1,1,1.0,0,7,7,7,2,1,2,2,21,12,1,1631243
22025,1631243,0022500030,"Nov 07, 2025",ATL vs. TOR,L,19,1,6,0.167,0,3,0.0,0,0,0.0,3,4,7,1,0,0,0,0,2,-12,1,1631243
22025,1631243,0022500166,"Nov 04, 2025",ATL vs. ORL,W,18,2,4,0.5,1,3,0.333,0,1,0.0,2,1,3,0,0,3,0,2,5,-1,1,1631243
22025,1631243,0022500151,"Nov 02, 2025",ATL @ CLE,L,8,1,1,1.0,0,0,0.0,2,2,1.0,0,3,3,0,0,0,1,1,4,5,1,1631243
22025,1631243,0022500020,"Oct 31, 2025",ATL @ IND,W,16,3,5,0.6,0,2,0.0,0,0,0.0,0,6,6,0,0,0,0,4,6,14,1,1631243
22025,1631243,0022500130,"Oct 29, 2025",ATL @ BKN,W,14,4,6,0.667,1,2,0.5,0,0,0.0,1,3,4,2,1,0,1,3,9,9,1,1631243
22025,1631243,0022500115,"Oct 27, 2025",ATL @ CHI,L,10,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,8,1,1631243
22025,1631243,0022500101,"Oct 25, 2025",ATL vs. OKC,L,23,4,10,0.4,2,6,0.333,1,3,0.333,2,4,6,2,0,2,1,4,11,-16,1,1631243
22025,1631243,0022500090,"Oct 24, 2025",ATL @ ORL,W,30,5,9,0.556,2,5,0.4,1,3,0.333,4,4,8,3,0,1,3,2,13,21,1,1631243
22025,1631243,0022500082,"Oct 22, 2025",ATL vs. TOR,L,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,5,1,1631243
22025,1630249,0022500519,"Jan 07, 2026",ATL vs. NOP,W,19,2,5,0.4,1,3,0.333,0,0,0.0,1,3,4,1,1,1,0,3,5,17,1,1630249
22025,1630249,0022500504,"Jan 05, 2026",ATL @ TOR,L,27,3,6,0.5,2,5,0.4,2,2,1.0,0,2,2,2,3,0,1,4,10,-11,1,1630249
22025,1630249,0022500488,"Jan 03, 2026",ATL @ TOR,L,23,4,6,0.667,4,4,1.0,1,1,1.0,0,2,2,2,2,0,1,5,13,-8,1,1630249
22025,1630249,0022500479,"Jan 02, 2026",ATL @ NYK,W,29,3,8,0.375,2,5,0.4,0,0,0.0,2,2,4,1,1,0,1,3,8,15,1,1630249
22025,1630249,0022500463,"Dec 31, 2025",ATL vs. MIN,W,26,2,8,0.25,2,7,0.286,0,0,0.0,0,1,1,5,2,1,0,2,6,17,1,1630249
22025,1630249,0022500455,"Dec 29, 2025",ATL @ OKC,L,34,7,14,0.5,4,10,0.4,0,0,0.0,1,0,1,2,1,0,0,2,18,-17,1,1630249
22025,1630249,0022500435,"Dec 27, 2025",ATL vs. NYK,L,24,3,8,0.375,3,8,0.375,0,0,0.0,0,0,0,0,0,0,0,3,9,-3,1,1630249
22025,1630249,0022500423,"Dec 26, 2025",ATL vs. MIA,L,22,4,9,0.444,3,7,0.429,0,0,0.0,0,4,4,0,0,1,2,0,11,-4,1,1630249
22025,1630249,0022500411,"Dec 23, 2025",ATL vs. CHI,L,29,7,9,0.778,5,6,0.833,0,0,0.0,0,3,3,2,1,0,1,1,19,-7,1,1630249
22025,1630249,0022500396,"Dec 21, 2025",ATL vs. CHI,L,18,6,10,0.6,6,10,0.6,2,3,0.667,0,0,0,0,0,0,0,3,20,5,1,1630249
22025,1630249,0022500383,"Dec 19, 2025",ATL vs. SAS,L,18,1,5,0.2,0,3,0.0,0,0,0.0,0,3,3,1,0,0,0,2,2,-21,1,1630249
22025,1630249,0022500371,"Dec 18, 2025",ATL @ CHA,L,23,1,3,0.333,1,3,0.333,2,2,1.0,2,1,3,0,0,0,0,5,5,-7,1,1630249
22025,1630249,0022501217,"Dec 14, 2025",ATL vs. PHI,W,26,6,9,0.667,4,6,0.667,3,3,1.0,0,4,4,1,1,0,1,4,19,10,1,1630249
22025,1630249,0022501210,"Dec 12, 2025",ATL @ DET,L,29,3,7,0.429,2,5,0.4,0,0,0.0,1,1,2,2,2,0,2,1,8,1,1,1630249
22025,1630249,0022500351,"Dec 06, 2025",ATL @ WAS,W,31,5,9,0.556,4,8,0.5,0,0,0.0,0,2,2,2,3,1,0,2,14,21,1,1630249
22025,1630249,0022500340,"Dec 05, 2025",ATL vs. DEN,L,28,5,8,0.625,5,8,0.625,0,0,0.0,0,2,2,2,1,0,1,3,15,7,1,1630249
22025,1630249,0022500327,"Dec 03, 2025",ATL vs. LAC,L,21,2,7,0.286,1,6,0.167,0,0,0.0,0,3,3,1,1,1,3,2,5,-25,1,1630249
22025,1630249,0022500309,"Dec 01, 2025",ATL @ DET,L,17,1,4,0.25,1,4,0.25,0,0,0.0,0,2,2,1,1,0,1,1,3,-5,1,1630249
22025,1630249,0022500304,"Nov 30, 2025",ATL @ PHI,W,26,1,5,0.2,1,4,0.25,2,2,1.0,3,2,5,1,2,2,1,2,5,13,1,1630249
22025,1630249,0022500069,"Nov 28, 2025",ATL vs. CLE,W,21,5,12,0.417,3,9,0.333,1,2,0.5,1,1,2,3,2,0,1,0,14,-9,1,1630249
22025,1630249,0022500057,"Nov 25, 2025",ATL @ WAS,L,14,4,7,0.571,2,4,0.5,0,0,0.0,0,1,1,3,0,0,1,1,10,-11,1,1630249
22025,1630249,0022500276,"Nov 23, 2025",ATL vs. CHA,W,32,0,1,0.0,0,1,0.0,1,2,0.5,1,2,3,4,0,0,1,3,1,3,1,1630249
22025,1630249,0022500270,"Nov 22, 2025",ATL @ NOP,W,27,7,10,0.7,7,10,0.7,0,0,0.0,0,1,1,0,0,0,1,1,21,10,1,1630249
22025,1630249,0022500267,"Nov 20, 2025",ATL @ SAS,L,30,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,1,1,0,0,4,5,-3,1,1630249
22025,1630249,0022500251,"Nov 18, 2025",ATL vs. DET,L,36,3,9,0.333,3,8,0.375,0,0,0.0,0,3,3,2,0,0,2,3,9,1,1,1630249
22025,1630249,0022500239,"Nov 16, 2025",ATL @ PHX,W,22,3,7,0.429,1,5,0.2,0,0,0.0,0,3,3,2,0,1,1,3,7,-1,1,1630249
22025,1630249,0022500227,"Nov 13, 2025",ATL @ UTA,W,32,7,9,0.778,6,8,0.75,0,0,0.0,0,1,1,3,3,0,1,3,20,8,1,1630249
22025,1630249,0022500223,"Nov 12, 2025",ATL @ SAC,W,21,4,6,0.667,3,5,0.6,0,0,0.0,0,3,3,4,0,0,0,4,11,-5,1,1630249
22025,1630249,0022500206,"Nov 10, 2025",ATL @ LAC,W,30,9,13,0.692,8,10,0.8,2,3,0.667,0,3,3,2,0,1,0,2,28,18,1,1630249
22025,1630249,0022500185,"Nov 08, 2025",ATL vs. LAL,W,24,6,13,0.462,2,9,0.222,3,4,0.75,0,3,3,1,0,1,1,3,17,2,1,1630249
22025,1630249,0022500030,"Nov 07, 2025",ATL vs. TOR,L,18,0,3,0.0,0,3,0.0,0,0,0.0,1,3,4,2,0,0,1,2,0,-16,1,1630249
22025,1630249,0022500166,"Nov 04, 2025",ATL vs. ORL,W,11,3,3,1.0,1,1,1.0,0,0,0.0,0,1,1,1,0,0,0,1,7,13,1,1630249
22025,1630249,0022500151,"Nov 02, 2025",ATL @ CLE,L,17,1,5,0.2,1,4,0.25,0,0,0.0,1,1,2,1,0,0,0,3,3,-4,1,1630249
22025,1630249,0022500101,"Oct 25, 2025",ATL vs. OKC,L,22,4,10,0.4,3,7,0.429,2,3,0.667,1,1,2,1,2,0,1,3,13,-4,1,1630249
22025,1630249,0022500090,"Oct 24, 2025",ATL @ ORL,W,14,2,3,0.667,1,2,0.5,0,0,0.0,0,2,2,1,0,0,1,1,5,-9,1,1630249
22025,1631216,0022500488,"Jan 03, 2026",ATL @ TOR,L,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1631216
22025,1631216,0022500327,"Dec 03, 2025",ATL vs. LAC,L,5,1,2,0.5,1,2,0.5,0,0,0.0,1,0,1,0,0,0,1,0,3,0,1,1631216
22025,1631216,0022500270,"Nov 22, 2025",ATL @ NOP,W,2,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,3,-3,1,1631216
22025,1631216,0022500251,"Nov 18, 2025",ATL vs. DET,L,3,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-9,1,1631216
22025,1631216,0022500223,"Nov 12, 2025",ATL @ SAC,W,8,2,5,0.4,2,4,0.5,0,0,0.0,1,0,1,1,1,0,2,3,6,-8,1,1631216
22025,1631216,0022500185,"Nov 08, 2025",ATL vs. LAL,W,19,2,3,0.667,1,2,0.5,3,3,1.0,2,0,2,1,0,1,1,1,8,2,1,1631216
22025,1631216,0022500166,"Nov 04, 2025",ATL vs. ORL,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1631216
22025,1631216,0022500020,"Oct 31, 2025",ATL @ IND,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1631216
22025,1631216,0022500101,"Oct 25, 2025",ATL vs. OKC,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1631216
